Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model,Car Age,Price Range,Mileage Range
1250,Tesla,2015,0.0,Electric,Automatic,191889.0,Used,55370.84,Model X,11,Upper Mid,High
1251,Ford,2019,0.0,Electric,Automatic,169319.0,Used,30082.57,Mustang,7,Mid,High
1253,Tesla,2012,0.0,Electric,Automatic,35577.0,Used,71821.17,Model S,14,Upper Mid,Low
1254,Toyota,2011,5.7,Diesel,Automatic,2921.0,Used,33416.03,Prius,15,Mid,Low
1255,Audi,2000,4.4,Diesel,Manual,144535.0,Used,77050.35,A3,26,Premium,High
1256,Mercedes,2020,3.4,Hybrid,Manual,156546.0,Used,24532.47,GLC,6,Budget,High
1257,BMW,2008,5.0,Petrol,Manual,125534.0,Used,56703.88,X5,18,Upper Mid,High
1258,BMW,2008,5.8,Diesel,Manual,256872.0,Used,81406.7,5 Series,18,Premium,Very High
1260,Mercedes,2002,5.9,Hybrid,Automatic,123649.0,Like New,91256.46,GLA,24,Premium,High
1262,Ford,2001,0.0,Electric,Automatic,220073.0,Used,60889.82,Fiesta,25,Upper Mid,Very High
1263,Toyota,2023,2.4,Hybrid,Manual,223393.0,Used,58366.77,Camry,3,Upper Mid,Very High
1264,Honda,2000,1.7,Hybrid,Manual,86569.0,Like New,67733.57,CR-V,26,Upper Mid,Medium
1266,Ford,2012,0.0,Electric,Automatic,159562.0,Used,73956.04,Focus,14,Upper Mid,High
1268,Toyota,2014,1.3,Petrol,Automatic,53806.0,Used,32437.59,Prius,12,Mid,Medium
1269,Mercedes,2007,4.0,Diesel,Manual,75992.0,Used,41812.25,GLC,19,Mid,Medium
1270,BMW,2011,0.0,Electric,Automatic,284464.0,Used,64543.81,X3,15,Upper Mid,Very High
1271,Audi,2021,2.9,Diesel,Automatic,258852.0,Used,57578.84,A4,5,Upper Mid,Very High
1272,Ford,2011,2.1,Diesel,Manual,173217.0,Used,96304.87,Fiesta,15,Premium,High
1273,Toyota,2013,0.0,Electric,Automatic,194760.0,Used,22749.28,Prius,13,Budget,High
1275,Mercedes,2014,5.1,Petrol,Manual,69837.0,Used,59411.75,GLC,12,Upper Mid,Medium
1276,BMW,2008,5.1,Diesel,Manual,138279.0,Like New,87456.56,X3,18,Premium,High
1277,Mercedes,2018,3.9,Hybrid,Automatic,218811.0,Used,93288.11,C-Class,8,Premium,Very High
1278,Ford,2019,0.0,Electric,Automatic,114780.0,Used,36923.45,Mustang,7,Mid,High
1279,Audi,2021,5.0,Diesel,Manual,87081.0,Used,11375.3,A4,5,Budget,Medium
1280,Audi,2007,3.8,Diesel,Automatic,286160.0,Used,45053.87,A3,19,Mid,Very High
1281,Audi,2020,5.1,Diesel,Manual,112099.0,Used,42462.69,Q5,6,Mid,High
1283,Ford,2005,4.9,Hybrid,Manual,264068.0,Used,45950.82,Mustang,21,Mid,Very High
1285,Honda,2018,3.1,Diesel,Manual,104987.0,Like New,39710.85,Accord,8,Mid,High
1286,Mercedes,2003,5.8,Diesel,Automatic,54333.0,Like New,42708.0,GLC,23,Mid,Medium
1287,BMW,2022,3.7,Petrol,Automatic,215530.0,Used,83046.34,5 Series,4,Premium,Very High
1288,Toyota,2006,4.0,Petrol,Manual,177171.0,Used,12696.41,Prius,20,Budget,High
1291,Toyota,2011,0.0,Electric,Automatic,206553.0,Used,19544.74,Prius,15,Budget,Very High
1292,Honda,2012,1.9,Hybrid,Automatic,69767.0,Like New,75547.13,Accord,14,Premium,Medium
1293,Tesla,2015,0.0,Electric,Automatic,104332.0,Like New,38857.38,Model X,11,Mid,High
1295,Ford,2011,4.8,Petrol,Manual,6336.0,Used,14457.06,Explorer,15,Budget,Low
1296,Audi,2001,3.6,Diesel,Automatic,206238.0,Used,34109.11,A4,25,Mid,Very High
1297,Mercedes,2023,2.1,Diesel,Manual,279400.0,Used,52582.17,GLA,3,Upper Mid,Very High
1298,Toyota,2001,4.3,Hybrid,Automatic,230517.0,Used,27011.56,Prius,25,Mid,Very High
1299,Tesla,2022,0.0,Electric,Automatic,180889.0,Used,56477.64,Model Y,4,Upper Mid,High
1300,Tesla,2015,0.0,Electric,Automatic,295863.0,Used,25877.13,Model X,11,Mid,Very High
1301,Tesla,2015,0.0,Electric,Automatic,45704.0,Like New,66759.55,Model X,11,Upper Mid,Low
1302,Toyota,2007,1.9,Diesel,Manual,292157.0,Used,90913.66,RAV4,19,Premium,Very High
1303,Toyota,2022,2.0,Petrol,Manual,226884.0,Used,13121.42,Corolla,4,Budget,Very High
1304,Toyota,2005,2.9,Petrol,Manual,167848.0,Used,25578.52,Camry,21,Mid,High
1305,Toyota,2005,1.3,Diesel,Manual,272204.0,Used,85220.19,Corolla,21,Premium,Very High
1306,Tesla,2021,0.0,Electric,Automatic,219182.0,Used,64997.58,Model 3,5,Upper Mid,Very High
1307,Tesla,2017,0.0,Electric,Automatic,78563.0,Used,12477.35,Model S,9,Budget,Medium
1308,Honda,2016,3.4,Hybrid,Manual,135102.0,Used,51203.26,CR-V,10,Upper Mid,High
1309,Mercedes,2011,2.9,Hybrid,Automatic,89779.0,Like New,24927.06,GLC,15,Budget,Medium
1310,Audi,2005,0.0,Electric,Automatic,164361.0,Used,23914.16,Q7,21,Budget,High
1311,Ford,2007,1.7,Diesel,Manual,99704.0,Used,94361.31,Fiesta,19,Premium,Medium
1313,Ford,2009,1.3,Hybrid,Automatic,110234.0,Used,71141.91,Explorer,17,Upper Mid,High
1314,Mercedes,2000,0.0,Electric,Automatic,36491.0,Used,27698.24,E-Class,26,Mid,Low
1315,Mercedes,2012,3.9,Diesel,Manual,226621.0,Used,16264.48,GLA,14,Budget,Very High
1316,Ford,2016,3.8,Petrol,Automatic,20448.0,Used,87729.1,Focus,10,Premium,Low
1317,Tesla,2020,0.0,Electric,Automatic,49294.0,Used,5558.56,Model Y,6,Budget,Low
1318,Ford,2007,3.8,Diesel,Automatic,283590.0,Used,41869.16,Fiesta,19,Mid,Very High
1319,Honda,2013,5.8,Hybrid,Automatic,216461.0,Used,31373.19,Civic,13,Mid,Very High
1320,BMW,2002,1.2,Diesel,Manual,85615.0,Like New,59185.74,X5,24,Upper Mid,Medium
1321,Tesla,2017,0.0,Electric,Automatic,17101.0,Like New,28798.3,Model 3,9,Mid,Low
1323,Audi,2019,1.9,Hybrid,Manual,150004.0,Used,85753.79,A3,7,Premium,High
1324,Toyota,2023,3.7,Petrol,Manual,90481.0,Used,62302.94,Camry,3,Upper Mid,Medium
1325,BMW,2016,0.0,Electric,Automatic,52802.0,Like New,18839.84,3 Series,10,Budget,Medium
1327,Tesla,2020,0.0,Electric,Automatic,210005.0,Used,24708.62,Model Y,6,Budget,Very High
1328,Ford,2016,5.2,Petrol,Manual,156434.0,Used,46135.47,Mustang,10,Mid,High
1329,BMW,2013,0.0,Electric,Automatic,47842.0,Used,66427.69,X3,13,Upper Mid,Low
1330,Audi,2016,1.4,Hybrid,Manual,46539.0,Used,30833.31,Q7,10,Mid,Low
1331,Mercedes,2007,0.0,Electric,Automatic,33717.0,Used,41490.15,GLA,19,Mid,Low
1332,Toyota,2010,0.0,Electric,Automatic,246281.0,Used,74744.21,RAV4,16,Upper Mid,Very High
1333,Toyota,2019,1.6,Diesel,Automatic,186272.0,Used,94101.54,Corolla,7,Premium,High
1335,Audi,2006,2.2,Hybrid,Manual,127922.0,Used,5947.24,A4,20,Budget,High
1336,Ford,2020,0.0,Electric,Automatic,92447.0,Used,37154.06,Focus,6,Mid,Medium
1338,Toyota,2016,4.4,Hybrid,Automatic,12823.0,Like New,37221.49,RAV4,10,Mid,Low
1339,Mercedes,2009,0.0,Electric,Automatic,29986.0,Used,46445.54,E-Class,17,Mid,Low
1340,BMW,2010,1.7,Hybrid,Automatic,121682.0,Used,65103.29,5 Series,16,Upper Mid,High
1341,Mercedes,2021,0.0,Electric,Automatic,64325.0,Used,16507.16,E-Class,5,Budget,Medium
1343,Honda,2008,0.0,Electric,Automatic,57771.0,Like New,53226.57,Civic,18,Upper Mid,Medium
1344,Audi,2023,0.0,Electric,Automatic,54973.0,Used,34979.46,A3,3,Mid,Medium
1345,Ford,2004,4.4,Petrol,Automatic,145762.0,Used,99153.11,Fiesta,22,Premium,High
1346,Honda,2016,0.0,Electric,Automatic,57888.0,Used,45985.99,CR-V,10,Mid,Medium
1347,Toyota,2008,3.1,Diesel,Automatic,10956.0,Like New,87630.92,Camry,18,Premium,Low
1348,Mercedes,2016,3.4,Diesel,Manual,86839.0,Used,90168.43,E-Class,10,Premium,Medium
1349,Mercedes,2023,3.1,Diesel,Manual,167605.0,Used,84420.66,GLA,3,Premium,High
1350,Audi,2020,0.0,Electric,Automatic,101131.0,Like New,9455.33,Q7,6,Budget,High
1351,Tesla,2020,0.0,Electric,Automatic,187973.0,Used,95035.94,Model Y,6,Premium,High
1352,Tesla,2020,0.0,Electric,Automatic,11519.0,Used,17230.54,Model Y,6,Budget,Low
1353,BMW,2022,1.5,Hybrid,Automatic,162187.0,Used,8268.34,X5,4,Budget,High
1354,Audi,2008,0.0,Electric,Automatic,1832.0,Used,44365.11,Q7,18,Mid,Low
1355,BMW,2006,4.0,Diesel,Automatic,113922.0,Used,23490.23,X5,20,Budget,High
1357,Audi,2010,2.6,Hybrid,Manual,69715.0,Used,32342.86,Q7,16,Mid,Medium
1359,Audi,2018,2.2,Diesel,Manual,37570.0,Used,70055.56,Q7,8,Upper Mid,Low
1360,Tesla,2012,0.0,Electric,Automatic,137687.0,Used,22743.84,Model S,14,Budget,High
1361,BMW,2012,1.9,Hybrid,Automatic,38311.0,Used,56596.24,3 Series,14,Upper Mid,Low
1362,BMW,2013,5.0,Diesel,Manual,103187.0,Like New,98710.52,X5,13,Premium,High
1363,Audi,2012,4.4,Hybrid,Automatic,285578.0,Used,46076.33,Q5,14,Mid,Very High
1364,Honda,2000,3.7,Petrol,Manual,86879.0,Like New,65977.95,Fit,26,Upper Mid,Medium
1366,Tesla,2020,0.0,Electric,Automatic,66202.0,Used,18075.7,Model Y,6,Budget,Medium
1368,Ford,2011,0.0,Electric,Automatic,224491.0,Used,85768.28,Mustang,15,Premium,Very High
1369,BMW,2007,2.7,Hybrid,Manual,79599.0,Like New,93569.04,X5,19,Premium,Medium
1370,BMW,2007,0.0,Electric,Automatic,164721.0,Used,62117.43,X5,19,Upper Mid,High
1371,Honda,2020,6.0,Hybrid,Manual,231436.0,Used,18624.96,Accord,6,Budget,Very High
1372,Ford,2012,2.2,Diesel,Automatic,116770.0,Like New,90639.8,Focus,14,Premium,High
1373,Ford,2011,0.0,Electric,Automatic,179693.0,Used,21572.42,Fiesta,15,Budget,High
1374,Audi,2015,5.2,Hybrid,Automatic,261051.0,Used,38523.4,A3,11,Mid,Very High
1375,BMW,2000,0.0,Electric,Automatic,114300.0,Like New,40673.26,5 Series,26,Mid,High
1376,Ford,2012,0.0,Electric,Automatic,191012.0,Used,47492.7,Mustang,14,Mid,High
1377,Mercedes,2006,0.0,Electric,Automatic,171796.0,Used,80065.75,GLC,20,Premium,High
1378,Honda,2004,5.9,Hybrid,Manual,162776.0,Used,81203.72,Fit,22,Premium,High
1379,Mercedes,2007,1.9,Petrol,Automatic,241942.0,Used,73367.23,GLA,19,Upper Mid,Very High
1380,Mercedes,2013,0.0,Electric,Automatic,2526.0,Like New,7102.22,GLA,13,Budget,Low
1381,Tesla,2022,0.0,Electric,Automatic,268718.0,Used,58660.28,Model 3,4,Upper Mid,Very High
1382,Tesla,2020,0.0,Electric,Automatic,270877.0,Used,76011.83,Model Y,6,Premium,Very High
1383,Honda,2014,3.1,Petrol,Manual,36051.0,Like New,47239.4,CR-V,12,Mid,Low
1384,Mercedes,2022,3.9,Hybrid,Automatic,15909.0,Used,94768.92,GLA,4,Premium,Low
1385,Ford,2016,5.2,Diesel,Automatic,77338.0,Used,83262.0,Focus,10,Premium,Medium
1386,BMW,2014,0.0,Electric,Automatic,290277.0,Used,65624.73,3 Series,12,Upper Mid,Very High
1387,Honda,2019,5.3,Diesel,Manual,182643.0,Used,10930.39,CR-V,7,Budget,High
1388,Audi,2017,1.3,Diesel,Manual,79062.0,Like New,66972.89,Q5,9,Upper Mid,Medium
1389,Mercedes,2017,0.0,Electric,Automatic,181980.0,Used,91600.06,C-Class,9,Premium,High
1390,Honda,2001,1.7,Petrol,Automatic,51458.0,Used,41047.31,Civic,25,Mid,Medium
1391,Toyota,2003,3.1,Petrol,Manual,222159.0,Used,84622.59,Prius,23,Premium,Very High
1392,Toyota,2000,3.7,Diesel,Automatic,287442.0,Used,34750.31,Corolla,26,Mid,Very High
1393,Tesla,2015,0.0,Electric,Automatic,231946.0,Used,59159.81,Model X,11,Upper Mid,Very High
1394,BMW,2017,3.6,Hybrid,Automatic,153263.0,Used,66600.32,X3,9,Upper Mid,High
1395,Ford,2004,6.0,Diesel,Automatic,164164.0,Used,69409.53,Focus,22,Upper Mid,High
1397,BMW,2014,4.4,Diesel,Automatic,206329.0,Used,27289.12,X3,12,Mid,Very High
1398,BMW,2007,3.0,Diesel,Automatic,62513.0,Used,29925.11,X5,19,Mid,Medium
1399,BMW,2019,0.0,Electric,Automatic,145476.0,Used,71883.89,5 Series,7,Upper Mid,High
1400,Audi,2016,0.0,Electric,Automatic,35198.0,Used,21833.41,Q7,10,Budget,Low
1401,Audi,2000,5.7,Hybrid,Automatic,225295.0,Used,49105.69,Q5,26,Mid,Very High
1402,Tesla,2020,0.0,Electric,Automatic,264323.0,Used,6903.27,Model Y,6,Budget,Very High
1403,Honda,2018,5.5,Petrol,Manual,2019.0,Like New,18393.04,Civic,8,Budget,Low
1404,Toyota,2014,0.0,Electric,Automatic,81455.0,Like New,69490.41,Corolla,12,Upper Mid,Medium
1405,BMW,2008,2.0,Diesel,Manual,216311.0,Used,76008.85,3 Series,18,Premium,Very High
1406,Tesla,2012,0.0,Electric,Automatic,149776.0,Used,15955.31,Model S,14,Budget,High
1408,Toyota,2008,0.0,Electric,Automatic,3420.0,Like New,14395.92,Corolla,18,Budget,Low
1409,Mercedes,2009,3.1,Diesel,Manual,178725.0,Used,46174.22,C-Class,17,Mid,High
1410,Ford,2001,2.8,Petrol,Automatic,16740.0,Like New,16981.03,Mustang,25,Budget,Low
1411,Audi,2018,4.0,Petrol,Automatic,105789.0,Like New,46543.12,Q7,8,Mid,High
1412,Mercedes,2010,3.9,Diesel,Automatic,19465.0,Used,74549.33,E-Class,16,Upper Mid,Low
1413,Toyota,2012,1.8,Diesel,Automatic,4131.0,Used,69921.92,Corolla,14,Upper Mid,Low
1414,Mercedes,2009,3.4,Hybrid,Manual,10652.0,Like New,31643.75,E-Class,17,Mid,Low
1416,Tesla,2020,0.0,Electric,Automatic,245289.0,Used,93132.65,Model Y,6,Premium,Very High
1417,Toyota,2018,2.1,Petrol,Manual,89342.0,Like New,38014.82,Corolla,8,Mid,Medium
1418,Mercedes,2021,4.7,Diesel,Automatic,281315.0,Used,36266.32,C-Class,5,Mid,Very High
1419,Audi,2008,1.1,Hybrid,Automatic,217201.0,Used,59286.67,A3,18,Upper Mid,Very High
1420,Audi,2006,2.8,Petrol,Manual,259820.0,Used,28322.67,A4,20,Mid,Very High
1421,Honda,2002,0.0,Electric,Automatic,186764.0,Used,66900.0,Accord,24,Upper Mid,High
1422,Mercedes,2019,3.8,Diesel,Automatic,58541.0,Like New,84064.87,C-Class,7,Premium,Medium
1423,BMW,2005,2.3,Hybrid,Manual,9470.0,Used,48635.26,X3,21,Mid,Low
1424,Mercedes,2020,0.0,Electric,Automatic,192416.0,Used,69553.2,E-Class,6,Upper Mid,High
1425,Tesla,2017,0.0,Electric,Automatic,44308.0,Used,66929.12,Model 3,9,Upper Mid,Low
1426,Toyota,2005,5.0,Petrol,Manual,135669.0,Used,8673.23,Camry,21,Budget,High
1427,Toyota,2002,0.0,Electric,Automatic,102840.0,Like New,22424.55,Corolla,24,Budget,High
1429,Mercedes,2007,0.0,Electric,Automatic,49477.0,Used,94194.75,GLC,19,Premium,Low
1430,Tesla,2020,0.0,Electric,Automatic,108261.0,Used,79141.77,Model Y,6,Premium,High
1431,Ford,2016,0.0,Electric,Automatic,102466.0,Like New,92518.57,Focus,10,Premium,High
1432,Tesla,2012,0.0,Electric,Automatic,295215.0,Used,34084.12,Model S,14,Mid,Very High
1433,Audi,2011,4.0,Petrol,Automatic,70560.0,Like New,28532.54,A4,15,Mid,Medium
1434,Tesla,2020,0.0,Electric,Automatic,255392.0,Used,41508.52,Model Y,6,Mid,Very High
1435,Toyota,2010,2.4,Hybrid,Automatic,261278.0,Used,10257.49,Prius,16,Budget,Very High
1436,Audi,2000,1.0,Hybrid,Manual,166471.0,Used,81937.8,A3,26,Premium,High
1437,Toyota,2022,3.5,Petrol,Manual,244413.0,Used,98496.67,RAV4,4,Premium,Very High
1438,Honda,2012,2.4,Petrol,Automatic,188511.0,Used,83282.78,Accord,14,Premium,High
1439,BMW,2014,4.7,Diesel,Automatic,2369.0,Used,57722.66,X5,12,Upper Mid,Low
1440,Toyota,2004,1.1,Hybrid,Automatic,228629.0,Used,33051.79,Prius,22,Mid,Very High
1441,Audi,2020,3.9,Petrol,Automatic,262672.0,Used,23781.3,Q5,6,Budget,Very High
1442,Honda,2016,5.7,Diesel,Manual,108806.0,Used,39585.97,CR-V,10,Mid,High
1443,Toyota,2022,1.9,Diesel,Manual,161386.0,Used,68362.11,Camry,4,Upper Mid,High
1444,Ford,2023,3.4,Petrol,Manual,102979.0,Used,47470.85,Explorer,3,Mid,High
1445,Tesla,2020,0.0,Electric,Automatic,281892.0,Used,93735.68,Model Y,6,Premium,Very High
1446,BMW,2020,0.0,Electric,Automatic,35109.0,Like New,86150.93,3 Series,6,Premium,Low
1447,Toyota,2021,0.0,Electric,Automatic,13919.0,Used,14728.06,Camry,5,Budget,Low
1449,Ford,2017,0.0,Electric,Automatic,70441.0,Used,69242.72,Focus,9,Upper Mid,Medium
1452,Tesla,2020,0.0,Electric,Automatic,47020.0,Used,61179.02,Model Y,6,Upper Mid,Low
1453,Honda,2022,5.3,Hybrid,Automatic,205338.0,Used,26833.9,CR-V,4,Mid,Very High
1454,Ford,2008,3.9,Diesel,Manual,284305.0,Used,50475.25,Focus,18,Upper Mid,Very High
1455,Honda,2020,5.5,Petrol,Automatic,27738.0,Used,43577.25,CR-V,6,Mid,Low
1457,Toyota,2011,5.1,Hybrid,Automatic,57153.0,Used,8055.44,Corolla,15,Budget,Medium
1458,Ford,2001,3.1,Diesel,Manual,214020.0,Used,90105.17,Fiesta,25,Premium,Very High
1459,Ford,2002,0.0,Electric,Automatic,61009.0,Used,66947.85,Mustang,24,Upper Mid,Medium
1461,Ford,2011,3.9,Hybrid,Automatic,271941.0,Used,5247.71,Mustang,15,Budget,Very High
1462,Ford,2014,1.9,Diesel,Automatic,71942.0,Used,64682.75,Focus,12,Upper Mid,Medium
1463,Mercedes,2008,2.3,Diesel,Manual,118065.0,Used,60906.19,E-Class,18,Upper Mid,High
1464,Toyota,2022,2.0,Diesel,Manual,276109.0,Used,56034.53,Prius,4,Upper Mid,Very High
1465,Tesla,2012,0.0,Electric,Automatic,275877.0,Used,79657.35,Model S,14,Premium,Very High
1467,Mercedes,2015,3.8,Hybrid,Automatic,159855.0,Used,86424.23,C-Class,11,Premium,High
1469,Toyota,2003,0.0,Electric,Automatic,167466.0,Used,81568.35,Prius,23,Premium,High
1470,Toyota,2000,0.0,Electric,Automatic,195868.0,Used,22034.71,Camry,26,Budget,High
1471,Audi,2023,1.4,Petrol,Automatic,290431.0,Used,82246.19,A4,3,Premium,Very High
1472,Tesla,2017,0.0,Electric,Automatic,82104.0,Used,94344.03,Model 3,9,Premium,Medium
1474,Mercedes,2023,3.6,Hybrid,Manual,221404.0,Used,55339.2,GLC,3,Upper Mid,Very High
1475,Honda,2004,2.1,Diesel,Manual,265332.0,Used,67541.26,Fit,22,Upper Mid,Very High
1476,BMW,2006,2.4,Petrol,Manual,91205.0,Used,12549.81,5 Series,20,Budget,Medium
1477,Honda,2003,0.0,Electric,Automatic,232321.0,Used,51937.67,Civic,23,Upper Mid,Very High
1478,Audi,2004,5.1,Hybrid,Manual,137837.0,Used,39255.57,A3,22,Mid,High
1479,Toyota,2023,1.1,Hybrid,Manual,219779.0,Used,87883.28,RAV4,3,Premium,Very High
1480,Tesla,2012,0.0,Electric,Automatic,141879.0,Used,88284.55,Model S,14,Premium,High
1481,Toyota,2000,4.3,Hybrid,Automatic,10204.0,Used,71574.06,Prius,26,Upper Mid,Low
1482,BMW,2014,0.0,Electric,Automatic,223674.0,Used,67293.83,X5,12,Upper Mid,Very High
1483,Toyota,2019,5.7,Hybrid,Automatic,189016.0,Used,74700.4,Corolla,7,Upper Mid,High
1484,Toyota,2018,0.0,Electric,Automatic,102903.0,Used,39768.76,Prius,8,Mid,High
1485,BMW,2009,1.8,Petrol,Automatic,299225.0,Used,43429.33,X3,17,Mid,Very High
1486,Mercedes,2017,5.4,Petrol,Automatic,256687.0,Used,57601.95,E-Class,9,Upper Mid,Very High
1487,Mercedes,2002,0.0,Electric,Automatic,34986.0,Used,94112.67,C-Class,24,Premium,Low
1488,BMW,2010,3.8,Diesel,Manual,50304.0,Like New,73779.99,3 Series,16,Upper Mid,Medium
1489,Tesla,2014,0.0,Electric,Automatic,39986.0,Used,57343.98,Model S,12,Upper Mid,Low
1490,Audi,2010,4.4,Diesel,Manual,91594.0,Like New,78189.24,A3,16,Premium,Medium
1492,Tesla,2016,0.0,Electric,Automatic,290358.0,Used,74394.34,Model S,10,Upper Mid,Very High
1493,Toyota,2005,4.6,Petrol,Manual,173620.0,Used,44014.24,Prius,21,Mid,High
1494,Audi,2004,2.4,Petrol,Manual,141753.0,Like New,31567.83,Q7,22,Mid,High
1496,Tesla,2015,0.0,Electric,Automatic,158651.0,Used,70253.37,Model X,11,Upper Mid,High
1497,Ford,2015,2.2,Petrol,Automatic,234347.0,Used,48632.89,Focus,11,Mid,Very High
1498,Ford,2019,5.5,Petrol,Automatic,186005.0,Used,58722.57,Fiesta,7,Upper Mid,High
1499,Ford,2023,2.3,Petrol,Automatic,162553.0,Used,70936.28,Fiesta,3,Upper Mid,High
1500,Mercedes,2011,2.1,Diesel,Manual,944.0,Like New,77932.45,C-Class,15,Premium,Low
1501,Mercedes,2005,1.7,Petrol,Automatic,93993.0,Used,90079.29,GLC,21,Premium,Medium
1502,Audi,2000,5.3,Petrol,Automatic,271258.0,Used,38681.7,A3,26,Mid,Very High
1504,Audi,2016,4.4,Diesel,Automatic,208920.0,Used,65541.58,A4,10,Upper Mid,Very High
1505,Audi,2012,2.2,Hybrid,Manual,256805.0,Used,79831.68,A3,14,Premium,Very High
1506,Mercedes,2017,0.0,Electric,Automatic,294740.0,Used,71478.06,GLC,9,Upper Mid,Very High
1507,Ford,2004,4.8,Petrol,Automatic,104087.0,Like New,24529.31,Focus,22,Budget,High
1508,Honda,2023,2.6,Petrol,Automatic,269051.0,Used,11786.65,Fit,3,Budget,Very High
1509,Toyota,2023,3.1,Petrol,Automatic,255035.0,Used,73997.21,Corolla,3,Upper Mid,Very High
1510,Mercedes,2002,2.0,Hybrid,Manual,159186.0,Used,53550.0,C-Class,24,Upper Mid,High
1511,Ford,2010,5.9,Petrol,Automatic,287153.0,Used,71710.27,Explorer,16,Upper Mid,Very High
1513,Honda,2003,5.7,Diesel,Automatic,281140.0,Used,34662.28,Civic,23,Mid,Very High
1514,Honda,2013,2.5,Hybrid,Automatic,290911.0,Used,32076.7,Accord,13,Mid,Very High
1516,BMW,2010,4.8,Petrol,Automatic,102063.0,Used,31294.11,X3,16,Mid,High
1517,Toyota,2009,4.5,Petrol,Manual,24102.0,Used,72894.3,Prius,17,Upper Mid,Low
1518,Honda,2018,5.8,Petrol,Automatic,4263.0,Used,41476.21,Civic,8,Mid,Low
1519,Mercedes,2017,0.0,Electric,Automatic,67438.0,Used,78235.35,GLC,9,Premium,Medium
1520,Mercedes,2005,0.0,Electric,Automatic,96359.0,Like New,18566.94,GLA,21,Budget,Medium
1521,Ford,2014,4.4,Hybrid,Automatic,130251.0,Like New,24473.09,Mustang,12,Budget,High
1522,Tesla,2020,0.0,Electric,Automatic,171915.0,Used,70161.6,Model S,6,Upper Mid,High
1523,BMW,2009,3.9,Petrol,Automatic,27690.0,Used,58221.96,X3,17,Upper Mid,Low
1524,Toyota,2004,2.0,Petrol,Manual,2994.0,Used,24368.44,Corolla,22,Budget,Low
1525,Audi,2004,3.5,Petrol,Automatic,103533.0,Like New,90768.57,Q5,22,Premium,High
1526,Tesla,2017,0.0,Electric,Automatic,67546.0,Like New,31214.69,Model 3,9,Mid,Medium
1527,Tesla,2015,0.0,Electric,Automatic,26467.0,Like New,45001.78,Model X,11,Mid,Low
1528,Ford,2002,4.2,Diesel,Automatic,246590.0,Used,24217.35,Explorer,24,Budget,Very High
1529,Honda,2022,4.7,Diesel,Manual,131120.0,Used,41862.62,Fit,4,Mid,High
1530,Honda,2005,2.2,Hybrid,Manual,168050.0,Used,51706.44,Fit,21,Upper Mid,High
1531,Ford,2003,0.0,Electric,Automatic,73414.0,Used,33048.47,Mustang,23,Mid,Medium
1532,Mercedes,2017,2.3,Petrol,Manual,180294.0,Used,78063.9,GLC,9,Premium,High
1533,Honda,2008,2.0,Diesel,Manual,48115.0,Used,42423.63,Fit,18,Mid,Low
1534,BMW,2016,4.9,Diesel,Automatic,40647.0,Used,74303.45,3 Series,10,Upper Mid,Low
1535,Toyota,2012,0.0,Electric,Automatic,54607.0,Used,24671.86,Corolla,14,Budget,Medium
1536,Tesla,2015,0.0,Electric,Automatic,21996.0,Like New,40818.37,Model X,11,Mid,Low
1537,Tesla,2019,0.0,Electric,Automatic,83697.0,Used,5765.54,Model S,7,Budget,Medium
1539,Honda,2012,5.2,Hybrid,Automatic,239190.0,Used,64459.23,CR-V,14,Upper Mid,Very High
1541,Audi,2021,5.8,Hybrid,Manual,219738.0,Used,48283.02,A3,5,Mid,Very High
1542,Toyota,2003,2.9,Petrol,Manual,221432.0,Used,80975.36,Prius,23,Premium,Very High
1543,Toyota,2004,2.7,Diesel,Manual,279477.0,Used,66520.34,Prius,22,Upper Mid,Very High
1544,Tesla,2020,0.0,Electric,Automatic,36355.0,Like New,5343.23,Model Y,6,Budget,Low
1545,Ford,2008,3.4,Hybrid,Automatic,230487.0,Used,29100.96,Explorer,18,Mid,Very High
1546,Tesla,2020,0.0,Electric,Automatic,129686.0,Used,51919.68,Model Y,6,Upper Mid,High
1547,Ford,2012,2.2,Petrol,Manual,162217.0,Used,63775.3,Fiesta,14,Upper Mid,High
1548,Tesla,2017,0.0,Electric,Automatic,249602.0,Used,11231.13,Model 3,9,Budget,Very High
1549,Audi,2012,0.0,Electric,Automatic,249434.0,Used,71982.59,Q7,14,Upper Mid,Very High
1550,Mercedes,2021,5.4,Diesel,Automatic,180926.0,Used,56635.93,GLC,5,Upper Mid,High
1551,Toyota,2020,0.0,Electric,Automatic,67664.0,Like New,54949.03,Prius,6,Upper Mid,Medium
1552,Tesla,2022,0.0,Electric,Automatic,86153.0,Used,32744.33,Model Y,4,Mid,Medium
1553,Audi,2018,5.3,Hybrid,Automatic,93616.0,Used,61508.19,A4,8,Upper Mid,Medium
1554,Ford,2002,4.8,Hybrid,Manual,297429.0,Used,7611.82,Fiesta,24,Budget,Very High
1555,Ford,2009,1.7,Hybrid,Manual,256349.0,Used,11146.53,Fiesta,17,Budget,Very High
1556,Toyota,2001,0.0,Electric,Automatic,46996.0,Like New,74717.66,Corolla,25,Upper Mid,Low
1557,BMW,2012,5.7,Diesel,Manual,128344.0,Like New,35579.68,5 Series,14,Mid,High
1558,Tesla,2018,0.0,Electric,Automatic,229685.0,Used,37961.87,Model X,8,Mid,Very High
